Period,January 1 2020 to December 31 2020,
,,
Time,CA Eco-Multi 1 -Davis CA,Total counts on 3rd Street
Jun 27th, 2020 06:15,0
Jun 27th, 2020 06:30,2
Jun 27th, 2020 06:45,2
Jun 27th, 2020 07:00,9
Jun 27th, 2020 07:15,8
Jun 27th, 2020 07:30,5
Jun 27th, 2020 07:45,9
Jun 27th, 2020 08:00,10
Jun 27th, 2020 08:15,6
Jun 27th, 2020 08:30,16
Jun 27th, 2020 08:45,14
Jun 27th, 2020 09:00,23
Jun 27th, 2020 09:15,25
Jun 27th, 2020 09:30,28
Jun 27th, 2020 09:45,7
Jun 27th, 2020 10:00,15
Jun 27th, 2020 10:15,17
Jun 27th, 2020 10:30,20
Jun 27th, 2020 10:45,20
Jun 27th, 2020 11:00,19
Jun 27th, 2020 11:15,12
Jun 27th, 2020 11:30,16
Jun 27th, 2020 11:45,13
Jun 27th, 2020 12:00,26
Jun 27th, 2020 12:15,15
Jun 27th, 2020 12:30,19
Jun 27th, 2020 12:45,13
Jun 27th, 2020 13:00,14
Jun 27th, 2020 13:15,15
Jun 27th, 2020 13:30,13
Jun 27th, 2020 13:45,8
Jun 27th, 2020 14:00,4
Jun 27th, 2020 14:15,6
Jun 27th, 2020 14:30,13
Jun 27th, 2020 14:45,11
Jun 27th, 2020 15:00,7
Jun 27th, 2020 15:15,8
Jun 27th, 2020 15:30,6
Jun 27th, 2020 15:45,11
Jun 27th, 2020 16:00,1
Jun 27th, 2020 16:15,6
Jun 27th, 2020 16:30,5
Jun 27th, 2020 16:45,5
Jun 27th, 2020 17:00,3
Jun 27th, 2020 17:15,1
Jun 27th, 2020 17:30,3
Jun 27th, 2020 17:45,6
Jun 27th, 2020 18:00,3
Jun 27th, 2020 18:15,10
Jun 27th, 2020 18:30,12
Jun 27th, 2020 18:45,8
Jun 27th, 2020 19:00,10
Jun 27th, 2020 19:15,8
Jun 27th, 2020 19:30,12
Jun 27th, 2020 19:45,12
Jun 27th, 2020 20:00,11
Jun 27th, 2020 20:15,11
Jun 27th, 2020 20:30,13
Jun 27th, 2020 20:45,4
Jun 27th, 2020 21:00,6
Jun 27th, 2020 21:15,6
Jun 27th, 2020 21:30,9
Jun 27th, 2020 21:45,2
Jun 27th, 2020 22:00,5
Jun 27th, 2020 22:15,2
Jun 27th, 2020 22:30,1
Jun 27th, 2020 22:45,1
Jun 27th, 2020 23:00,1
Jun 27th, 2020 23:15,5
Jun 27th, 2020 23:30,0
Jun 27th, 2020 23:45,0
Jun 28th, 2020 00:00,0
Jun 28th, 2020 00:15,0
Jun 28th, 2020 00:30,1
Jun 28th, 2020 00:45,2
Jun 28th, 2020 01:00,2
Jun 28th, 2020 01:15,0
Jun 28th, 2020 01:30,2
Jun 28th, 2020 01:45,0
Jun 28th, 2020 02:00,0
Jun 28th, 2020 02:15,1
Jun 28th, 2020 02:30,0
Jun 28th, 2020 02:45,0
Jun 28th, 2020 03:00,0
Jun 28th, 2020 03:15,0
Jun 28th, 2020 03:30,1
Jun 28th, 2020 03:45,0
Jun 28th, 2020 04:00,0
Jun 28th, 2020 04:15,0
Jun 28th, 2020 04:30,0
Jun 28th, 2020 04:45,0
Jun 28th, 2020 05:00,1
Jun 28th, 2020 05:15,0
Jun 28th, 2020 05:30,0
Jun 28th, 2020 05:45,0
Jun 28th, 2020 06:00,0
Jun 28th, 2020 06:15,2
Jun 28th, 2020 06:30,4
Jun 28th, 2020 06:45,2
Jun 28th, 2020 07:00,0
Jun 28th, 2020 07:15,2
Jun 28th, 2020 07:30,8
Jun 28th, 2020 07:45,10
Jun 28th, 2020 08:00,10
Jun 28th, 2020 08:15,8
Jun 28th, 2020 08:30,14
Jun 28th, 2020 08:45,18
Jun 28th, 2020 09:00,7
Jun 28th, 2020 09:15,17
Jun 28th, 2020 09:30,14
Jun 28th, 2020 09:45,7
Jun 28th, 2020 10:00,13
Jun 28th, 2020 10:15,17
Jun 28th, 2020 10:30,22
Jun 28th, 2020 10:45,30
Jun 28th, 2020 11:00,21
Jun 28th, 2020 11:15,18
Jun 28th, 2020 11:30,23
Jun 28th, 2020 11:45,19
Jun 28th, 2020 12:00,17
Jun 28th, 2020 12:15,22
Jun 28th, 2020 12:30,24
Jun 28th, 2020 12:45,13
Jun 28th, 2020 13:00,9
Jun 28th, 2020 13:15,8
Jun 28th, 2020 13:30,14
Jun 28th, 2020 13:45,5
Jun 28th, 2020 14:00,9
Jun 28th, 2020 14:15,3
Jun 28th, 2020 14:30,9
Jun 28th, 2020 14:45,8
Jun 28th, 2020 15:00,10
Jun 28th, 2020 15:15,8
Jun 28th, 2020 15:30,8
Jun 28th, 2020 15:45,8
Jun 28th, 2020 16:00,9
Jun 28th, 2020 16:15,11
Jun 28th, 2020 16:30,5
Jun 28th, 2020 16:45,7
Jun 28th, 2020 17:00,4
Jun 28th, 2020 17:15,11
Jun 28th, 2020 17:30,14
Jun 28th, 2020 17:45,10
Jun 28th, 2020 18:00,12
Jun 28th, 2020 18:15,16
Jun 28th, 2020 18:30,13
Jun 28th, 2020 18:45,13
Jun 28th, 2020 19:00,10
Jun 28th, 2020 19:15,11
Jun 28th, 2020 19:30,15
Jun 28th, 2020 19:45,8
Jun 28th, 2020 20:00,9
Jun 28th, 2020 20:15,11
Jun 28th, 2020 20:30,7
Jun 28th, 2020 20:45,9
Jun 28th, 2020 21:00,6
Jun 28th, 2020 21:15,1
Jun 28th, 2020 21:30,5
Jun 28th, 2020 21:45,2
Jun 28th, 2020 22:00,1
Jun 28th, 2020 22:15,2
Jun 28th, 2020 22:30,2
Jun 28th, 2020 22:45,0
Jun 28th, 2020 23:00,0
Jun 28th, 2020 23:15,1
Jun 28th, 2020 23:30,1
Jun 28th, 2020 23:45,1
Jun 29th, 2020 00:00,4
Jun 29th, 2020 00:15,1
Jun 29th, 2020 00:30,0
Jun 29th, 2020 00:45,0
Jun 29th, 2020 01:00,0
Jun 29th, 2020 01:15,0
Jun 29th, 2020 01:30,0
Jun 29th, 2020 01:45,0
Jun 29th, 2020 02:00,0
Jun 29th, 2020 02:15,0
Jun 29th, 2020 02:30,0
Jun 29th, 2020 02:45,0
Jun 29th, 2020 03:00,0
Jun 29th, 2020 03:15,0
Jun 29th, 2020 03:30,0
Jun 29th, 2020 03:45,0
Jun 29th, 2020 04:00,0
Jun 29th, 2020 04:15,0
Jun 29th, 2020 04:30,0
Jun 29th, 2020 04:45,0
Jun 29th, 2020 05:00,0
Jun 29th, 2020 05:15,0
Jun 29th, 2020 05:30,0
Jun 29th, 2020 05:45,1
Jun 29th, 2020 06:00,1
Jun 29th, 2020 06:15,4
Jun 29th, 2020 06:30,3
Jun 29th, 2020 06:45,3
Jun 29th, 2020 07:00,5
Jun 29th, 2020 07:15,2
Jun 29th, 2020 07:30,3
Jun 29th, 2020 07:45,5
Jun 29th, 2020 08:00,12
Jun 29th, 2020 08:15,1
Jun 29th, 2020 08:30,9
Jun 29th, 2020 08:45,7
Jun 29th, 2020 09:00,2
Jun 29th, 2020 09:15,2
Jun 29th, 2020 09:30,4
Jun 29th, 2020 09:45,15
Jun 29th, 2020 10:00,2
Jun 29th, 2020 10:15,10
Jun 29th, 2020 10:30,10
Jun 29th, 2020 10:45,8
Jun 29th, 2020 11:00,6
Jun 29th, 2020 11:15,5
Jun 29th, 2020 11:30,6
Jun 29th, 2020 11:45,7
Jun 29th, 2020 12:00,6
Jun 29th, 2020 12:15,4
Jun 29th, 2020 12:30,11
Jun 29th, 2020 12:45,14
Jun 29th, 2020 13:00,6
Jun 29th, 2020 13:15,3
Jun 29th, 2020 13:30,8
Jun 29th, 2020 13:45,5
Jun 29th, 2020 14:00,6
Jun 29th, 2020 14:15,7
Jun 29th, 2020 14:30,6
Jun 29th, 2020 14:45,7
Jun 29th, 2020 15:00,8
Jun 29th, 2020 15:15,4
Jun 29th, 2020 15:30,6
Jun 29th, 2020 15:45,6
Jun 29th, 2020 16:00,10
Jun 29th, 2020 16:15,10
Jun 29th, 2020 16:30,6
Jun 29th, 2020 16:45,1
Jun 29th, 2020 17:00,7
Jun 29th, 2020 17:15,2
Jun 29th, 2020 17:30,4
Jun 29th, 2020 17:45,0
Jun 29th, 2020 18:00,2
Jun 29th, 2020 18:15,1
Jun 29th, 2020 18:30,3
Jun 29th, 2020 18:45,2
Jun 29th, 2020 19:00,7
Jun 29th, 2020 19:15,4
Jun 29th, 2020 19:30,11
Jun 29th, 2020 19:45,4
Jun 29th, 2020 20:00,10
Jun 29th, 2020 20:15,6
Jun 29th, 2020 20:30,12
Jun 29th, 2020 20:45,7
Jun 29th, 2020 21:00,6
Jun 29th, 2020 21:15,3
Jun 29th, 2020 21:30,5
Jun 29th, 2020 21:45,1
Jun 29th, 2020 22:00,2
Jun 29th, 2020 22:15,2
Jun 29th, 2020 22:30,3
Jun 29th, 2020 22:45,2
Jun 29th, 2020 23:00,1
Jun 29th, 2020 23:15,1
Jun 29th, 2020 23:30,0
Jun 29th, 2020 23:45,0
Jun 30th, 2020 00:00,0
Jun 30th, 2020 00:15,0
Jun 30th, 2020 00:30,0
Jun 30th, 2020 00:45,1
Jun 30th, 2020 01:00,0
Jun 30th, 2020 01:15,0
Jun 30th, 2020 01:30,0
Jun 30th, 2020 01:45,1
Jun 30th, 2020 02:00,0
Jun 30th, 2020 02:15,0
Jun 30th, 2020 02:30,0
Jun 30th, 2020 02:45,0
Jun 30th, 2020 03:00,0
Jun 30th, 2020 03:15,0
Jun 30th, 2020 03:30,0
Jun 30th, 2020 03:45,0
Jun 30th, 2020 04:00,0
Jun 30th, 2020 04:15,0
Jun 30th, 2020 04:30,1
Jun 30th, 2020 04:45,0
Jun 30th, 2020 05:00,0
Jun 30th, 2020 05:15,1
Jun 30th, 2020 05:30,0
Jun 30th, 2020 05:45,2
Jun 30th, 2020 06:00,2
Jun 30th, 2020 06:15,4
Jun 30th, 2020 06:30,5
Jun 30th, 2020 06:45,6
Jun 30th, 2020 07:00,8
Jun 30th, 2020 07:15,8
Jun 30th, 2020 07:30,9
Jun 30th, 2020 07:45,19
Jun 30th, 2020 08:00,9
Jun 30th, 2020 08:15,11
Jun 30th, 2020 08:30,28
Jun 30th, 2020 08:45,16
Jun 30th, 2020 09:00,13
Jun 30th, 2020 09:15,10
Jun 30th, 2020 09:30,17
Jun 30th, 2020 09:45,10
Jun 30th, 2020 10:00,20
Jun 30th, 2020 10:15,13
Jun 30th, 2020 10:30,44
Jun 30th, 2020 10:45,27
Jun 30th, 2020 11:00,13
Jun 30th, 2020 11:15,14
Jun 30th, 2020 11:30,5
Jun 30th, 2020 11:45,15
Jun 30th, 2020 12:00,14
Jun 30th, 2020 12:15,3
Jun 30th, 2020 12:30,5
Jun 30th, 2020 12:45,9
Jun 30th, 2020 13:00,9
Jun 30th, 2020 13:15,5
Jun 30th, 2020 13:30,5
Jun 30th, 2020 13:45,7
Jun 30th, 2020 14:00,4
Jun 30th, 2020 14:15,4
Jun 30th, 2020 14:30,3
Jun 30th, 2020 14:45,3
Jun 30th, 2020 15:00,1
Jun 30th, 2020 15:15,3
Jun 30th, 2020 15:30,9
Jun 30th, 2020 15:45,10
Jun 30th, 2020 16:00,7
Jun 30th, 2020 16:15,9
Jun 30th, 2020 16:30,10
Jun 30th, 2020 16:45,4
Jun 30th, 2020 17:00,12
Jun 30th, 2020 17:15,0
Jun 30th, 2020 17:30,4
Jun 30th, 2020 17:45,2
Jun 30th, 2020 18:00,3
Jun 30th, 2020 18:15,5
Jun 30th, 2020 18:30,0
Jun 30th, 2020 18:45,1
Jun 30th, 2020 19:00,24
Jun 30th, 2020 19:15,0
Jun 30th, 2020 19:30,12
Jun 30th, 2020 19:45,5
Jun 30th, 2020 20:00,6
Jun 30th, 2020 20:15,8
Jun 30th, 2020 20:30,7
Jun 30th, 2020 20:45,9
Jun 30th, 2020 21:00,7
Jun 30th, 2020 21:15,6
Jun 30th, 2020 21:30,4
Jun 30th, 2020 21:45,3
Jun 30th, 2020 22:00,2
Jun 30th, 2020 22:15,0
Jun 30th, 2020 22:30,1
Jun 30th, 2020 22:45,2
Jun 30th, 2020 23:00,0
Jun 30th, 2020 23:15,0
Jun 30th, 2020 23:30,2
Jun 30th, 2020 23:45,0
Jul 1st, 2020 00:00,2
Jul 1st, 2020 00:15,0
Jul 1st, 2020 00:30,1
Jul 1st, 2020 00:45,0
Jul 1st, 2020 01:00,0
Jul 1st, 2020 01:15,1
Jul 1st, 2020 01:30,0
Jul 1st, 2020 01:45,0
Jul 1st, 2020 02:00,0
Jul 1st, 2020 02:15,0
Jul 1st, 2020 02:30,1
Jul 1st, 2020 02:45,0
Jul 1st, 2020 03:00,0
Jul 1st, 2020 03:15,0
Jul 1st, 2020 03:30,0
Jul 1st, 2020 03:45,0
Jul 1st, 2020 04:00,0
Jul 1st, 2020 04:15,1
Jul 1st, 2020 04:30,0
Jul 1st, 2020 04:45,0
Jul 1st, 2020 05:00,0
Jul 1st, 2020 05:15,2
Jul 1st, 2020 05:30,2
Jul 1st, 2020 05:45,3
Jul 1st, 2020 06:00,2
Jul 1st, 2020 06:15,5
Jul 1st, 2020 06:30,4
Jul 1st, 2020 06:45,10
Jul 1st, 2020 07:00,4
Jul 1st, 2020 07:15,10
Jul 1st, 2020 07:30,6
Jul 1st, 2020 07:45,9
Jul 1st, 2020 08:00,6
Jul 1st, 2020 08:15,6
Jul 1st, 2020 08:30,7
Jul 1st, 2020 08:45,20
Jul 1st, 2020 09:00,8
Jul 1st, 2020 09:15,9
Jul 1st, 2020 09:30,8
Jul 1st, 2020 09:45,8
Jul 1st, 2020 10:00,10
Jul 1st, 2020 10:15,19
Jul 1st, 2020 10:30,13
Jul 1st, 2020 10:45,25
Jul 1st, 2020 11:00,7
Jul 1st, 2020 11:15,11
Jul 1st, 2020 11:30,12
Jul 1st, 2020 11:45,8
Jul 1st, 2020 12:00,7
Jul 1st, 2020 12:15,10
Jul 1st, 2020 12:30,9
Jul 1st, 2020 12:45,4
Jul 1st, 2020 13:00,9
Jul 1st, 2020 13:15,8
Jul 1st, 2020 13:30,12
Jul 1st, 2020 13:45,6
Jul 1st, 2020 14:00,11
Jul 1st, 2020 14:15,6
Jul 1st, 2020 14:30,9
Jul 1st, 2020 14:45,4
Jul 1st, 2020 15:00,4
Jul 1st, 2020 15:15,6
Jul 1st, 2020 15:30,1
Jul 1st, 2020 15:45,8
Jul 1st, 2020 16:00,3
Jul 1st, 2020 16:15,6
Jul 1st, 2020 16:30,5
Jul 1st, 2020 16:45,8
Jul 1st, 2020 17:00,5
Jul 1st, 2020 17:15,4
Jul 1st, 2020 17:30,1
Jul 1st, 2020 17:45,2
Jul 1st, 2020 18:00,2
Jul 1st, 2020 18:15,2
Jul 1st, 2020 18:30,1
Jul 1st, 2020 18:45,1
Jul 1st, 2020 19:00,3
Jul 1st, 2020 19:15,5
Jul 1st, 2020 19:30,9
Jul 1st, 2020 19:45,13
Jul 1st, 2020 20:00,10
Jul 1st, 2020 20:15,4
Jul 1st, 2020 20:30,19
Jul 1st, 2020 20:45,13
Jul 1st, 2020 21:00,12
Jul 1st, 2020 21:15,8
Jul 1st, 2020 21:30,2
Jul 1st, 2020 21:45,3
Jul 1st, 2020 22:00,5
Jul 1st, 2020 22:15,1
Jul 1st, 2020 22:30,2
Jul 1st, 2020 22:45,5
Jul 1st, 2020 23:00,0
Jul 1st, 2020 23:15,0
Jul 1st, 2020 23:30,1
Jul 1st, 2020 23:45,1
Jul 2nd, 2020 00:00,1
Jul 2nd, 2020 00:15,2
Jul 2nd, 2020 00:30,1
Jul 2nd, 2020 00:45,1
Jul 2nd, 2020 01:00,0
Jul 2nd, 2020 01:15,1
Jul 2nd, 2020 01:30,0
Jul 2nd, 2020 01:45,2
Jul 2nd, 2020 02:00,1
Jul 2nd, 2020 02:15,1
Jul 2nd, 2020 02:30,0
Jul 2nd, 2020 02:45,0
Jul 2nd, 2020 03:00,2
Jul 2nd, 2020 03:15,0
Jul 2nd, 2020 03:30,0
Jul 2nd, 2020 03:45,0
Jul 2nd, 2020 04:00,2
Jul 2nd, 2020 04:15,0
Jul 2nd, 2020 04:30,0
Jul 2nd, 2020 04:45,1
Jul 2nd, 2020 05:00,1
Jul 2nd, 2020 05:15,1
Jul 2nd, 2020 05:30,1
Jul 2nd, 2020 05:45,1
Jul 2nd, 2020 06:00,0
Jul 2nd, 2020 06:15,4
Jul 2nd, 2020 06:30,3
Jul 2nd, 2020 06:45,5
Jul 2nd, 2020 07:00,11
Jul 2nd, 2020 07:15,8
Jul 2nd, 2020 07:30,6
Jul 2nd, 2020 07:45,10
Jul 2nd, 2020 08:00,6
Jul 2nd, 2020 08:15,13
Jul 2nd, 2020 08:30,18
Jul 2nd, 2020 08:45,15
Jul 2nd, 2020 09:00,7
Jul 2nd, 2020 09:15,8
Jul 2nd, 2020 09:30,11
Jul 2nd, 2020 09:45,10
Jul 2nd, 2020 10:00,5
Jul 2nd, 2020 10:15,19
Jul 2nd, 2020 10:30,25
Jul 2nd, 2020 10:45,20
Jul 2nd, 2020 11:00,9
Jul 2nd, 2020 11:15,10
Jul 2nd, 2020 11:30,11
Jul 2nd, 2020 11:45,8
Jul 2nd, 2020 12:00,14
Jul 2nd, 2020 12:15,6
Jul 2nd, 2020 12:30,13
Jul 2nd, 2020 12:45,6
Jul 2nd, 2020 13:00,2
Jul 2nd, 2020 13:15,5
Jul 2nd, 2020 13:30,13
Jul 2nd, 2020 13:45,11
Jul 2nd, 2020 14:00,4
Jul 2nd, 2020 14:15,8
Jul 2nd, 2020 14:30,3
Jul 2nd, 2020 14:45,6
Jul 2nd, 2020 15:00,7
Jul 2nd, 2020 15:15,8
Jul 2nd, 2020 15:30,6
Jul 2nd, 2020 15:45,7
Jul 2nd, 2020 16:00,4
Jul 2nd, 2020 16:15,6
Jul 2nd, 2020 16:30,10
Jul 2nd, 2020 16:45,7
Jul 2nd, 2020 17:00,7
Jul 2nd, 2020 17:15,8
Jul 2nd, 2020 17:30,6
Jul 2nd, 2020 17:45,8
Jul 2nd, 2020 18:00,10
Jul 2nd, 2020 18:15,10
Jul 2nd, 2020 18:30,18
Jul 2nd, 2020 18:45,6
Jul 2nd, 2020 19:00,13
Jul 2nd, 2020 19:15,18
Jul 2nd, 2020 19:30,7
Jul 2nd, 2020 19:45,13
Jul 2nd, 2020 20:00,9
Jul 2nd, 2020 20:15,8
Jul 2nd, 2020 20:30,10
Jul 2nd, 2020 20:45,4
Jul 2nd, 2020 21:00,10
Jul 2nd, 2020 21:15,4
Jul 2nd, 2020 21:30,5
Jul 2nd, 2020 21:45,2
Jul 2nd, 2020 22:00,1
Jul 2nd, 2020 22:15,0
Jul 2nd, 2020 22:30,2
Jul 2nd, 2020 22:45,5
Jul 2nd, 2020 23:00,0
Jul 2nd, 2020 23:15,0
Jul 2nd, 2020 23:30,0
Jul 2nd, 2020 23:45,2
Jul 3rd, 2020 00:00,0
Jul 3rd, 2020 00:15,0
Jul 3rd, 2020 00:30,0
Jul 3rd, 2020 00:45,0
Jul 3rd, 2020 01:00,0
Jul 3rd, 2020 01:15,0
Jul 3rd, 2020 01:30,0
Jul 3rd, 2020 01:45,0
Jul 3rd, 2020 02:00,0
Jul 3rd, 2020 02:15,0
Jul 3rd, 2020 02:30,0
Jul 3rd, 2020 02:45,0
Jul 3rd, 2020 03:00,0
Jul 3rd, 2020 03:15,0
Jul 3rd, 2020 03:30,0
Jul 3rd, 2020 03:45,0
Jul 3rd, 2020 04:00,0
Jul 3rd, 2020 04:15,0
Jul 3rd, 2020 04:30,0
Jul 3rd, 2020 04:45,1
Jul 3rd, 2020 05:00,0
Jul 3rd, 2020 05:15,0
Jul 3rd, 2020 05:30,0
Jul 3rd, 2020 05:45,2
Jul 3rd, 2020 06:00,0
Jul 3rd, 2020 06:15,1
Jul 3rd, 2020 06:30,3
Jul 3rd, 2020 06:45,1
Jul 3rd, 2020 07:00,6
Jul 3rd, 2020 07:15,4
Jul 3rd, 2020 07:30,7
Jul 3rd, 2020 07:45,9
Jul 3rd, 2020 08:00,10
Jul 3rd, 2020 08:15,12
Jul 3rd, 2020 08:30,13
Jul 3rd, 2020 08:45,16
Jul 3rd, 2020 09:00,14
Jul 3rd, 2020 09:15,26
Jul 3rd, 2020 09:30,10
Jul 3rd, 2020 09:45,7
Jul 3rd, 2020 10:00,14
Jul 3rd, 2020 10:15,16
Jul 3rd, 2020 10:30,14
Jul 3rd, 2020 10:45,30
Jul 3rd, 2020 11:00,13
Jul 3rd, 2020 11:15,19
Jul 3rd, 2020 11:30,12
Jul 3rd, 2020 11:45,17
Jul 3rd, 2020 12:00,6
Jul 3rd, 2020 12:15,12
Jul 3rd, 2020 12:30,15
Jul 3rd, 2020 12:45,7
Jul 3rd, 2020 13:00,8
Jul 3rd, 2020 13:15,11
Jul 3rd, 2020 13:30,10
Jul 3rd, 2020 13:45,5
Jul 3rd, 2020 14:00,20
Jul 3rd, 2020 14:15,12
Jul 3rd, 2020 14:30,3
Jul 3rd, 2020 14:45,7
Jul 3rd, 2020 15:00,19
Jul 3rd, 2020 15:15,6
Jul 3rd, 2020 15:30,16
Jul 3rd, 2020 15:45,5
Jul 3rd, 2020 16:00,8
Jul 3rd, 2020 16:15,15
Jul 3rd, 2020 16:30,4
Jul 3rd, 2020 16:45,4
Jul 3rd, 2020 17:00,6
Jul 3rd, 2020 17:15,8
Jul 3rd, 2020 17:30,7
Jul 3rd, 2020 17:45,5
Jul 3rd, 2020 18:00,1
Jul 3rd, 2020 18:15,7
Jul 3rd, 2020 18:30,5
Jul 3rd, 2020 18:45,5
Jul 3rd, 2020 19:00,6
Jul 3rd, 2020 19:15,4
Jul 3rd, 2020 19:30,8
Jul 3rd, 2020 19:45,9
Jul 3rd, 2020 20:00,7
Jul 3rd, 2020 20:15,8
Jul 3rd, 2020 20:30,3
Jul 3rd, 2020 20:45,9
Jul 3rd, 2020 21:00,9
Jul 3rd, 2020 21:15,5
Jul 3rd, 2020 21:30,6
Jul 3rd, 2020 21:45,2
Jul 3rd, 2020 22:00,0
Jul 3rd, 2020 22:15,1
Jul 3rd, 2020 22:30,3
Jul 3rd, 2020 22:45,3
Jul 3rd, 2020 23:00,2
Jul 3rd, 2020 23:15,0
Jul 3rd, 2020 23:30,0
Jul 3rd, 2020 23:45,0
Jul 4th, 2020 00:00,0
Jul 4th, 2020 00:15,0
Jul 4th, 2020 00:30,0
Jul 4th, 2020 00:45,0
Jul 4th, 2020 01:00,0
Jul 4th, 2020 01:15,0
Jul 4th, 2020 01:30,0
Jul 4th, 2020 01:45,0
Jul 4th, 2020 02:00,0
Jul 4th, 2020 02:15,0
Jul 4th, 2020 02:30,0
Jul 4th, 2020 02:45,0
Jul 4th, 2020 03:00,0
Jul 4th, 2020 03:15,0
Jul 4th, 2020 03:30,1
Jul 4th, 2020 03:45,1
Jul 4th, 2020 04:00,0
Jul 4th, 2020 04:15,0
Jul 4th, 2020 04:30,0
Jul 4th, 2020 04:45,0
Jul 4th, 2020 05:00,0
Jul 4th, 2020 05:15,0
Jul 4th, 2020 05:30,1
Jul 4th, 2020 05:45,1
Jul 4th, 2020 06:00,0
Jul 4th, 2020 06:15,2
Jul 4th, 2020 06:30,2
Jul 4th, 2020 06:45,1
Jul 4th, 2020 07:00,3
Jul 4th, 2020 07:15,3
Jul 4th, 2020 07:30,8
Jul 4th, 2020 07:45,9
Jul 4th, 2020 08:00,6
Jul 4th, 2020 08:15,8
Jul 4th, 2020 08:30,11
Jul 4th, 2020 08:45,13
Jul 4th, 2020 09:00,15
Jul 4th, 2020 09:15,21
Jul 4th, 2020 09:30,22
Jul 4th, 2020 09:45,7
Jul 4th, 2020 10:00,18
Jul 4th, 2020 10:15,30
Jul 4th, 2020 10:30,7
Jul 4th, 2020 10:45,27
Jul 4th, 2020 11:00,13
Jul 4th, 2020 11:15,7
Jul 4th, 2020 11:30,18
Jul 4th, 2020 11:45,14
Jul 4th, 2020 12:00,14
Jul 4th, 2020 12:15,14
Jul 4th, 2020 12:30,31
Jul 4th, 2020 12:45,14
Jul 4th, 2020 13:00,8
Jul 4th, 2020 13:15,10
Jul 4th, 2020 13:30,15
Jul 4th, 2020 13:45,21
Jul 4th, 2020 14:00,13
Jul 4th, 2020 14:15,22
Jul 4th, 2020 14:30,4
Jul 4th, 2020 14:45,5
Jul 4th, 2020 15:00,5
Jul 4th, 2020 15:15,2
Jul 4th, 2020 15:30,7
Jul 4th, 2020 15:45,2
Jul 4th, 2020 16:00,5
Jul 4th, 2020 16:15,3
Jul 4th, 2020 16:30,7
Jul 4th, 2020 16:45,4
Jul 4th, 2020 17:00,1
Jul 4th, 2020 17:15,2
Jul 4th, 2020 17:30,0
Jul 4th, 2020 17:45,0
Jul 4th, 2020 18:00,0
Jul 4th, 2020 18:15,2
Jul 4th, 2020 18:30,0
Jul 4th, 2020 18:45,0
Jul 4th, 2020 19:00,0
Jul 4th, 2020 19:15,0
Jul 4th, 2020 19:30,0
Jul 4th, 2020 19:45,2
Jul 4th, 2020 20:00,7
Jul 4th, 2020 20:15,4
Jul 4th, 2020 20:30,5
Jul 4th, 2020 20:45,15
Jul 4th, 2020 21:00,11
Jul 4th, 2020 21:15,6
Jul 4th, 2020 21:30,6
Jul 4th, 2020 21:45,7
Jul 4th, 2020 22:00,3
Jul 4th, 2020 22:15,3
Jul 4th, 2020 22:30,5
Jul 4th, 2020 22:45,4
Jul 4th, 2020 23:00,0
Jul 4th, 2020 23:15,2
Jul 4th, 2020 23:30,5
Jul 4th, 2020 23:45,0
Jul 5th, 2020 00:00,1
Jul 5th, 2020 00:15,1
Jul 5th, 2020 00:30,0
Jul 5th, 2020 00:45,2
Jul 5th, 2020 01:00,0
Jul 5th, 2020 01:15,1
Jul 5th, 2020 01:30,0
Jul 5th, 2020 01:45,0
Jul 5th, 2020 02:00,1
Jul 5th, 2020 02:15,0
Jul 5th, 2020 02:30,1
Jul 5th, 2020 02:45,0
Jul 5th, 2020 03:00,0
Jul 5th, 2020 03:15,0
Jul 5th, 2020 03:30,0
Jul 5th, 2020 03:45,0
Jul 5th, 2020 04:00,0
Jul 5th, 2020 04:15,0
Jul 5th, 2020 04:30,0
Jul 5th, 2020 04:45,0
Jul 5th, 2020 05:00,0
Jul 5th, 2020 05:15,0
Jul 5th, 2020 05:30,0
Jul 5th, 2020 05:45,0
Jul 5th, 2020 06:00,0
Jul 5th, 2020 06:15,2
Jul 5th, 2020 06:30,2
Jul 5th, 2020 06:45,2
Jul 5th, 2020 07:00,5
Jul 5th, 2020 07:15,3
Jul 5th, 2020 07:30,3
Jul 5th, 2020 07:45,3
Jul 5th, 2020 08:00,9
Jul 5th, 2020 08:15,4
Jul 5th, 2020 08:30,7
Jul 5th, 2020 08:45,4
Jul 5th, 2020 09:00,7
Jul 5th, 2020 09:15,14
Jul 5th, 2020 09:30,11
Jul 5th, 2020 09:45,17
Jul 5th, 2020 10:00,15
Jul 5th, 2020 10:15,12
Jul 5th, 2020 10:30,23
Jul 5th, 2020 10:45,15
Jul 5th, 2020 11:00,20
Jul 5th, 2020 11:15,18
Jul 5th, 2020 11:30,13
Jul 5th, 2020 11:45,22
Jul 5th, 2020 12:00,10
Jul 5th, 2020 12:15,23
Jul 5th, 2020 12:30,11
Jul 5th, 2020 12:45,15
Jul 5th, 2020 13:00,9
Jul 5th, 2020 13:15,9
Jul 5th, 2020 13:30,6
Jul 5th, 2020 13:45,6
Jul 5th, 2020 14:00,12
Jul 5th, 2020 14:15,6
Jul 5th, 2020 14:30,5
Jul 5th, 2020 14:45,2
Jul 5th, 2020 15:00,1
Jul 5th, 2020 15:15,9
Jul 5th, 2020 15:30,1
Jul 5th, 2020 15:45,3
Jul 5th, 2020 16:00,2
